lat,lon,year,month,day,wind_speed,altitude_m
27.5,77.5,2020,1,1,6.0253625,110.9
27.5,77.5,2020,1,1,7.609533,762.08
27.5,77.5,2020,1,1,6.523659,1457.51
27.5,77.5,2020,1,1,0.9724313,3012.62
27.5,77.5,2020,1,1,5.4002914,4207.02
27.5,77.5,2020,1,1,11.764035,5575.21
27.5,77.5,2020,1,1,21.026844,7186.41
27.5,77.5,2020,1,1,30.275496,9165.16
27.5,77.5,2020,1,1,34.328285,10364.27
27.5,77.5,2020,1,1,38.44545,11776.37
27.5,77.5,2020,1,1,38.20499,13510.6
27.5,77.5,2020,1,1,34.94004,15799.14
27.5,77.5,2020,1,1,24.22656,17671.37
27.5,77.5,2020,1,1,19.859587,19324.79
27.5,77.5,2020,1,1,17.123848,21641.08
27.5,77.5,2020,1,1,5.973745,23325.88
27.5,77.5,2020,1,1,6.7884088,25921.43
27.5,77.5,2020,1,2,5.2854743,110.9
27.5,77.5,2020,1,2,6.2438955,762.08
27.5,77.5,2020,1,2,4.8457446,1457.51
27.5,77.5,2020,1,2,2.3436086,3012.62
27.5,77.5,2020,1,2,6.165733,4207.02
27.5,77.5,2020,1,2,11.865522,5575.21
27.5,77.5,2020,1,2,20.027246,7186.41
27.5,77.5,2020,1,2,31.713688,9165.16
27.5,77.5,2020,1,2,39.743248,10364.27
27.5,77.5,2020,1,2,44.547966,11776.37
27.5,77.5,2020,1,2,42.826,13510.6
27.5,77.5,2020,1,2,34.29475,15799.14
27.5,77.5,2020,1,2,17.77892,17671.37
27.5,77.5,2020,1,2,12.729814,19324.79
27.5,77.5,2020,1,2,9.89738,21641.08
27.5,77.5,2020,1,2,5.14569,23325.88
27.5,77.5,2020,1,2,15.593608,25921.43
27.5,77.5,2020,1,3,2.7225893,110.9
27.5,77.5,2020,1,3,2.1571095,762.08
27.5,77.5,2020,1,3,2.3533218,1457.51
27.5,77.5,2020,1,3,3.889891,3012.62
27.5,77.5,2020,1,3,9.625617,4207.02
27.5,77.5,2020,1,3,17.377716,5575.21
27.5,77.5,2020,1,3,28.853077,7186.41
27.5,77.5,2020,1,3,46.442333,9165.16
27.5,77.5,2020,1,3,53.630238,10364.27
27.5,77.5,2020,1,3,57.777695,11776.37
27.5,77.5,2020,1,3,52.032715,13510.6
27.5,77.5,2020,1,3,40.24922,15799.14
27.5,77.5,2020,1,3,18.918015,17671.37
27.5,77.5,2020,1,3,10.238561,19324.79
27.5,77.5,2020,1,3,9.345922,21641.08
27.5,77.5,2020,1,3,7.7253237,23325.88
27.5,77.5,2020,1,3,18.31149,25921.43
27.5,77.5,2020,1,4,0.4472119,110.9
27.5,77.5,2020,1,4,1.0960158,762.08
27.5,77.5,2020,1,4,2.9052756,1457.51
27.5,77.5,2020,1,4,7.0587263,3012.62
27.5,77.5,2020,1,4,14.197645,4207.02
27.5,77.5,2020,1,4,26.922714,5575.21
27.5,77.5,2020,1,4,42.85477,7186.41
27.5,77.5,2020,1,4,54.399708,9165.16
27.5,77.5,2020,1,4,40.728077,15799.14
27.5,77.5,2020,1,4,16.00947,17671.37
27.5,77.5,2020,1,4,8.786496,19324.79
27.5,77.5,2020,1,4,11.519251,21641.08
27.5,77.5,2020,1,4,8.231077,23325.88
27.5,77.5,2020,1,4,20.018274,25921.43
27.5,77.5,2020,1,5,0.9410753,110.9
27.5,77.5,2020,1,5,1.3928385,762.08
27.5,77.5,2020,1,5,3.9096837,1457.51
27.5,77.5,2020,1,5,11.769797,3012.62
27.5,77.5,2020,1,5,19.036577,4207.02
27.5,77.5,2020,1,5,27.944613,5575.21
27.5,77.5,2020,1,5,37.935844,7186.41
27.5,77.5,2020,1,5,52.272392,9165.16
27.5,77.5,2020,1,5,52.000095,15799.14
27.5,77.5,2020,1,5,24.276855,17671.37
27.5,77.5,2020,1,5,12.020817,19324.79
27.5,77.5,2020,1,5,7.492538,21641.08
27.5,77.5,2020,1,5,10.703329,23325.88
27.5,77.5,2020,1,5,27.676165,25921.43
27.5,77.5,2020,1,6,2.3264773,110.9
27.5,77.5,2020,1,6,1.1524429,762.08
27.5,77.5,2020,1,6,1.6194139,1457.51
27.5,77.5,2020,1,6,12.055004,3012.62
27.5,77.5,2020,1,6,19.59493,4207.02
27.5,77.5,2020,1,6,25.712559,5575.21
27.5,77.5,2020,1,6,29.389593,7186.41
27.5,77.5,2020,1,6,38.611923,9165.16
27.5,77.5,2020,1,6,52.202187,10364.27
27.5,77.5,2020,1,6,46.242306,15799.14
27.5,77.5,2020,1,6,23.89103,17671.37
27.5,77.5,2020,1,6,8.43938,19324.79
27.5,77.5,2020,1,6,2.8714108,21641.08
27.5,77.5,2020,1,6,10.770794,23325.88
27.5,77.5,2020,1,6,15.800019,25921.43
27.5,77.5,2020,1,7,4.0841913,110.9
27.5,77.5,2020,1,7,3.8080494,762.08
27.5,77.5,2020,1,7,2.6279745,1457.51
27.5,77.5,2020,1,7,10.076769,3012.62
27.5,77.5,2020,1,7,18.415348,4207.02
27.5,77.5,2020,1,7,25.21018,5575.21
27.5,77.5,2020,1,7,31.982807,7186.41
27.5,77.5,2020,1,7,46.877247,9165.16
27.5,77.5,2020,1,7,39.598022,15799.14
27.5,77.5,2020,1,7,19.425257,17671.37
27.5,77.5,2020,1,7,11.68466,19324.79
27.5,77.5,2020,1,7,1.8703269,21641.08
27.5,77.5,2020,1,7,6.31981,23325.88
27.5,77.5,2020,1,7,9.851713,25921.43
27.5,77.5,2020,1,8,1.7220974,110.9
27.5,77.5,2020,1,8,0.6254995,762.08
27.5,77.5,2020,1,8,1.9723091,1457.51
27.5,77.5,2020,1,8,9.494869,3012.62
27.5,77.5,2020,1,8,16.46519,4207.02
27.5,77.5,2020,1,8,25.253725,5575.21
27.5,77.5,2020,1,8,36.303932,7186.41
27.5,77.5,2020,1,8,44.90864,15799.14
27.5,77.5,2020,1,8,21.225533,17671.37
27.5,77.5,2020,1,8,9.354044,19324.79
27.5,77.5,2020,1,8,3.0018744,21641.08
27.5,77.5,2020,1,8,4.575,23325.88
27.5,77.5,2020,1,8,3.287096,25921.43
27.5,77.5,2020,1,9,2.9529636,110.9
27.5,77.5,2020,1,9,4.253527,762.08
27.5,77.5,2020,1,9,4.667037,1457.51
27.5,77.5,2020,1,9,9.948995,3012.62
27.5,77.5,2020,1,9,13.520356,4207.02
27.5,77.5,2020,1,9,17.827734,5575.21
27.5,77.5,2020,1,9,32.09215,7186.41
27.5,77.5,2020,1,9,57.110954,9165.16
27.5,77.5,2020,1,9,45.977848,15799.14
27.5,77.5,2020,1,9,26.180779,17671.37
27.5,77.5,2020,1,9,14.742987,19324.79
27.5,77.5,2020,1,9,4.408585,21641.08
27.5,77.5,2020,1,9,0.97371715,23325.88
27.5,77.5,2020,1,9,4.6670384,25921.43
27.5,77.5,2020,1,10,3.4132087,110.9
27.5,77.5,2020,1,10,5.4765973,762.08
27.5,77.5,2020,1,10,5.8598747,1457.51
27.5,77.5,2020,1,10,7.6943574,3012.62
27.5,77.5,2020,1,10,12.936988,4207.02
27.5,77.5,2020,1,10,19.760124,5575.21
27.5,77.5,2020,1,10,34.193977,7186.41
27.5,77.5,2020,1,10,51.484104,15799.14
27.5,77.5,2020,1,10,31.122633,17671.37
27.5,77.5,2020,1,10,18.777813,19324.79
27.5,77.5,2020,1,10,9.756056,21641.08
27.5,77.5,2020,1,10,5.015227,23325.88
27.5,77.5,2020,1,10,4.1192384,25921.43
27.5,77.5,2020,1,11,1.8045067,110.9
27.5,77.5,2020,1,11,2.448596,762.08
27.5,77.5,2020,1,11,1.4647949,1457.51
27.5,77.5,2020,1,11,7.1153455,3012.62
27.5,77.5,2020,1,11,12.548008,4207.02
27.5,77.5,2020,1,11,19.086075,5575.21
27.5,77.5,2020,1,11,29.235188,7186.41
27.5,77.5,2020,1,11,49.779495,9165.16
27.5,77.5,2020,1,11,56.162308,10364.27
27.5,77.5,2020,1,11,57.233734,13510.6
27.5,77.5,2020,1,11,44.9297,15799.14
27.5,77.5,2020,1,11,29.57871,17671.37
27.5,77.5,2020,1,11,14.741631,19324.79
27.5,77.5,2020,1,11,8.048176,21641.08
27.5,77.5,2020,1,11,7.223097,23325.88
27.5,77.5,2020,1,11,8.44371,25921.43
27.5,77.5,2020,1,12,2.4875932,110.9
27.5,77.5,2020,1,12,1.6134193,762.08
27.5,77.5,2020,1,12,0.6754634,1457.51
27.5,77.5,2020,1,12,7.631924,3012.62
27.5,77.5,2020,1,12,10.576892,4207.02
27.5,77.5,2020,1,12,18.100365,5575.21
27.5,77.5,2020,1,12,31.105888,7186.41
27.5,77.5,2020,1,12,46.671757,9165.16
27.5,77.5,2020,1,12,50.36869,10364.27
27.5,77.5,2020,1,12,51.776108,11776.37
27.5,77.5,2020,1,12,50.171074,13510.6
27.5,77.5,2020,1,12,36.95315,15799.14
27.5,77.5,2020,1,12,24.855206,17671.37
27.5,77.5,2020,1,12,9.610541,19324.79
27.5,77.5,2020,1,12,8.443415,21641.08
27.5,77.5,2020,1,12,7.729893,23325.88
27.5,77.5,2020,1,12,12.293824,25921.43
27.5,77.5,2020,1,13,1.7827289,110.9
27.5,77.5,2020,1,13,1.9448676,762.08
